delaunay_n15,2.666666667,0.333333333,1.333333333,3,1,0.666666667,1.666666667,2.666666667,4,11.13955282,1.60842891,4.02747525,2.724997139,3.538080645,3.038800744,4.162418943,7.59269357,7.508259023
delaunay_n16,2.666666667,0.25,1.333333333,2.6,1,0.666666667,1.25,2.666666667,4.333333333,10.66372316,1.141430958,3.383069064,2.216444623,3.376244692,2.862746258,2.981244098,7.444519611,8.392959947
delaunay_n17,3,0.333333333,1.333333333,3.25,1.333333333,1,1.666666667,3,4.333333333,12.4526044,1.736126977,3.396402533,2.795966426,5.303310899,4.86405969,3.972882643,8.655322484,7.989854597
delaunay_n18,2.25,0.333333333,1,2.8,0.75,0.5,1.25,2.25,3.5,9.573672066,1.639990523,2.682466678,2.258935315,2.696891704,2.29984178,3.152497089,6.879982208,6.718572746
delaunay_n19,2.5,0.25,1,3.5,0.75,0.5,1.25,2.5,3.5,10.89466855,1.245543566,2.28901364,2.825016231,2.163384541,1.920959325,2.566975924,6.068706388,6.147705091
delaunay_n20,3.666666667,0.333333333,1.333333333,3.75,1,0.666666667,1.666666667,3.666666667,5,15.6476911,2.231170678,2.809434375,3.082069084,2.985425663,2.360895796,3.337340098,8.630728659,8.101347618
delaunay_n21,3.666666667,0.25,1,3,1,0.666666667,1.25,3.666666667,4,15.49507686,1.371191488,2.256278779,2.455355705,2.959891004,2.4252361,2.66910654,8.373406139,6.775485086
delaunay_n22,2.75,0.25,1,3.5,1,0.75,1.25,2.75,4,12.20429152,1.604946223,2.306529726,2.995339836,3.509118397,3.141086696,2.725603176,6.772110734,7.240381499
delaunay_n23,4,0.333333333,1.333333333,2.8,1,1,1,4,5.666666667,16.65391624,1.985790719,2.359702009,2.376663778,2.776128339,2.055595098,2.117824954,9.808798001,9.186870253
delaunay_n24,4,0.333333333,1.333333333,4.25,1,1,1,4,5.666666667,17.47484282,1.775971471,2.752321943,4.257914994,3.819104509,2.768213859,2.890705143,10.9342381,9.678881673
