soc-LiveJournal1,1,1,1,1,1,1,1,1,1,11.09187086,10.25596532,9.985087019,9.411441287,11.37817381,11.01263914,5.996343912,9.76249757,9.441052689
com-Orkut,1,1,1,0.666666667,1,1,0.75,1,1,15.25336874,14.46391727,14.40817618,8.565835758,16.47605284,16.31977496,6.751361232,11.47343623,11.41918449
kmer_A2a,1,1,1,0.926923077,1,1,1,1,1,6.410608012,9.927797614,7.121955311,4.642685827,7.275017647,8.212743221,7.499616718,10.58279044,9.98090661
kmer_V1r,1,1,1,1.047297297,1,0.75,1,1,1,4.360332362,8.616203922,5.481140412,3.405086137,4.980397832,6.993080633,7.55786674,8.957284392,10.12109522
uk-2002,1,1,1,1,1,1,1,1,1,10.41536342,8.544423813,14.54820876,12.20007953,13.62971692,15.06072492,5.741065846,7.833116661,8.330112168
delaunay_n10,1,1,1,0.666666667,0.666666667,0.5,1,1,1,0.235966736,0.58,0.438502674,0.294642857,0.267489712,0.31122449,0.548596112,0.905631659,0.878971256
delaunay_n11,1,1,1.666666667,0.714285714,1,1,1,1,1,0.387829246,0.826086957,0.969135802,0.514056225,0.607305936,0.63125,1.023381295,1.619047619,1.473103448
delaunay_n12,1,1,1,0.714285714,1,1,1,1,1,0.603084416,1.356275304,1.017667845,0.95035461,0.992277992,1.164102564,1.510638298,2.320553781,2.413259669
delaunay_n13,1,1,1,0.666666667,1,1,1,1,1,1.023483366,1.952861953,1.684684685,1.42506812,1.634920635,1.87755102,2.265642151,3.584328358,3.369152047
delaunay_n14,1,1,1,0.636363636,1,1,1.111111111,1,1,1.597690531,2.362876254,3.467191601,1.993366501,2.778711485,2.805460751,3.240055827,4.483511586,4.697440585
delaunay_n15,1,1,1,0.7,1,1,1,1,1,2.273398189,2.134072581,3.496551724,2.759124088,3.236734694,3.941666667,3.706007669,5.893880012,6.093132643
delaunay_n16,1,1,1,0.769230769,1,1,1,1,1,2.829457364,3.12454435,5.21656051,4.728193146,5.093184979,5.435810811,5.449953804,8.002858776,8.512711003
delaunay_n17,1,1,1,0.727272727,1,1,1,1,1,2.794640339,3.070790378,5.60026738,4.537960954,5.989061076,5.63916501,6.486685647,8.324269402,10.69823866
delaunay_n18,1,1,1,0.769230769,1,1,1,1,1,4.617086453,3.283746556,7.757842792,6.724737714,8.26934236,8.413793103,9.036965179,12.1623222,12.36506854
delaunay_n19,1,1,1,0.75,1,1,1,1,1,6.031508544,4.11613806,7.948051948,8.834894821,10.88208763,10.94983278,6.461937396,11.53174859,12.12653112
delaunay_n20,1,1,1,0.615384615,1,1,1.083333333,1,1,5.43542302,5.234591154,8.820693544,7.292912556,11.39898005,11.7251369,7.148667335,11.06140824,11.12262014
delaunay_n21,1,1,1,0.769230769,1,1,1,1,1,5.912798356,5.740507835,9.373289965,6.33621449,9.44583259,9.424187483,7.079894121,12.47577338,12.08165261
delaunay_n22,1,1,1,0.642857143,1,1,1,1,1,5.369184665,5.359716702,10.0414225,6.580891849,10.23525754,10.65302498,6.687055627,11.69578244,11.38179109
delaunay_n23,1,1,1,0.846153846,1,1,1.076923077,1,1,4.649943329,4.775269582,6.74430358,4.564341636,6.890372281,7.519201403,6.273988186,9.665399527,9.645051384
delaunay_n24,1,1,1,0.764705882,1,1,1,1,1,5.275838851,5.202340515,6.545855252,3.740245243,6.775666631,7.642241803,7.566037934,13.14534234,13.46303101
